Date,Long Iram,Barong Tongkok,Kembang Janggut,Karang Tunggal,Damai,Muara Ancalong,Muara Kaman,Panyinggahan,Sumber Sari,Tj. Issuy,Tenggarong,Muara Wahau
04-Jan-21,0,53.2,0,3,63.7,0,0,0.5,2.2,0,41.7,0
05-Jan-21,30.9,0,0,5.7,0,0,0,21.5,2,0,0,0
06-Jan-21,0,0,0,1.5,78.3,0,0,18.5,1.3,0,0,14.7
07-Jan-21,0,12.2,11,38,0,35.5,10,0,0,0,12.5,0.5
08-Jan-21,20.9,0,18,12,0,0,9.08,1.5,82,0,72.6,0
09-Jan-21,0,8.3,12,5.1,0,0,9.06,2.5,0,0,0,54.3
10-Jan-21,0,0,0,11,0,0,0,0,0,100,0,16.4
11-Jan-21,0,5.2,0,0,12.4,9.3,0,0,4.3,0,0,6.1
12-Jan-21,0.9,8,6,18,27.5,0,10,12,4.4,0,37.6,8.1
13-Jan-21,0,6.1,28,1.7,63.6,0,0,0,6.6,15,0,55.4
14-Jan-21,0.9,0,2,7,37.2,11.4,0,30.6,3.5,0,33.1,2.7
15-Jan-21,0,6.4,15,3.7,0,0,9.05,2,0.7,0,42.7,6.7
16-Jan-21,0.9,28.5,0,2.5,27.4,0,0,4,0,0,0,0
17-Jan-21,1,0,0,3.2,0,0,0,1,0,0,0,0
18-Jan-21,0,12.2,0,0,0,0,0,0,2.5,30,0,10
19-Jan-21,0,0,0,3.8,0,0,0,1.5,0,20,16.3,5
20-Jan-21,0,16.2,0,0,69.2,16.9,0,0,0,60,11.8,13.6
21-Jan-21,0.9,0,0,15.7,0,0,9.05,0,6.6,0,25.4,0
22-Jan-21,0,0,0,0,0,0,0,0.5,0,0,0,2.1
23-Jan-21,0,5.5,4,1.7,46.2,24.4,19.09,0,0,0,0,16.4
24-Jan-21,10.4,0,0,4.4,0,0,9.07,5,0,90,0,0
25-Jan-21,0,19.4,0,0,0.4,7.6,0,0,0,0,0,19.6
26-Jan-21,0,6.2,9,18,8.7,19.2,96.05,2,27.2,0,0,5
27-Jan-21,40.6,10.2,0,37,14.5,0,0,11,0,0,88.7,0
28-Jan-21,60.4,50.5,0,0,7.5,5.4,0,7,0,50,0,9.1
29-Jan-21,10.2,0,0,0,0,0,0,19,6.6,0,0,28.1
30-Jan-21,0,0,0,0,0,0,0,0,0,0,0,16.9
31-Jan-21,0.9,41.1,0,0,53.5,0,0,5.8,0,0,12.6,5
01-Feb-21,20.3,0,4,5.6,0,0,29.03,0,30.05,0,0,0
02-Feb-21,10.6,0,0,0,0,0,0,1.5,0,0,43.7,6.1
03-Feb-21,0,0,12,37,4.5,14.2,29.02,0,99,0,0,9.5
04-Feb-21,0,0,0,2.3,0,0,0,0,0,0,27.5,0.5
05-Feb-21,0,40.5,0,0,41.5,0,0,0,0,30,0,76.5
06-Feb-21,0.9,90.2,8,0,30.8,0,0,21.5,0,0,0,2.3
07-Feb-21,20.8,26,2,6.6,11.2,0,59.06,32,74,0,12.7,0
08-Feb-21,0,0,0,10,15.5,26.3,8.09,10,0,0,42.8,6.8
09-Feb-21,0,0,0,2,0,11.1,0,0,1.4,40,0,7.5
10-Feb-21,0,0,0,0,0,0,0,0,2.3,0,0,0
11-Feb-21,0,0,0,7.7,14.5,0,0,0,0,0,0,24
12-Feb-21,0,0,3,9.5,0,0,9.09,2.5,40.49,0,74.5,0
13-Feb-21,0,20.4,14,14.3,0,0,19.03,14.5,16.9,50,40.1,0
14-Feb-21,40.4,86.5,0,0,24.5,20.6,0,15.6,6.5,20,31.2,0
15-Feb-21,0,12.2,5,0,0,0,9.08,0,0.5,0,0,0
16-Feb-21,10.8,0,0,0,8.7,0,0,0.5,0,0,0,0
17-Feb-21,20.8,100.5,0,0,5.9,16.4,0,0,0,0,34.6,17.6
18-Feb-21,30.6,20.5,0,21.9,7.5,0,0,64,9,0,47.3,0
19-Feb-21,0,20.8,0,0.5,0,0,39.05,20.9,0,0,0,3.6
20-Feb-21,0.9,0,0,0,0,0,0,2.3,0,0,0,2.2
21-Feb-21,0,10.4,16,0,0,14.6,20,0,5.1,0,0,12.6
22-Feb-21,30.5,8.2,11,0,5.7,0,30,2,14.9,50,27.4,62.8
23-Feb-21,0,0,0,1,0,0,0,12.5,0,0,32.6,8.5
24-Feb-21,0,0,0,0,13.5,0,0,0,0,100,28.2,2.25
25-Feb-21,0,0,0,0,7.9,0,0,0,0,0,0,0
26-Feb-21,0,0,0,18.4,0,0,0,0,0,0,0,8
27-Feb-21,0,0,0,1,1.5,0,0,0,0,0,0,36.6
28-Feb-21,0,0,0,0,0,32.7,0,0,0,0,0,96.4
01-Mar-21,0,0,0,0,0,12.3,0,0,0,50,0,0
02-Mar-21,0,55.4,23,33.1,0,0,20,0,14.6,0,0,0
03-Mar-21,20.6,0,0,0,0,0,0,4,0,0,44.7,0
04-Mar-21,0,0,9,0,7.2,15.6,0,0,0,0,0,47.5
05-Mar-21,0,0,0,0,0,0,0,1,3.2,0,0,0
06-Mar-21,0,0,0,0,14.5,0,0,0,0,0,0,0
07-Mar-21,0,3.2,0,4.5,0,8.3,0,0,0,70,0,0
08-Mar-21,0,25.5,0,45.5,0,0,0,0,3,0,0,0
09-Mar-21,0.9,5.2,0,26.7,0,0,87.6,48,45.9,0,55.3,10
10-Mar-21,0,0,19,1.5,1.8,0,0,0,0,50,27.3,6.7
11-Mar-21,0,0,0,0,51.5,0,0,0,0,0,10.4,0
12-Mar-21,0,0,0,0,62.5,35.6,0,0,0,0,13.6,4.6
13-Mar-21,10.6,15.5,0,1.7,0,0,49,0,10.6,0,0,0
14-Mar-21,0,0,4,0,0,0,0,4.8,1.7,0,0,15.1
15-Mar-21,0,0,14,18.5,9.5,0,0,3,0,0,0,3.9
16-Mar-21,0,53,8,0,7.5,0,10,0,3.6,0,0,3.3
17-Mar-21,20.9,0,0,3,0,0,18.6,0,9.8,20,0,1.3
18-Mar-21,0.8,0,0,0,2.5,0,0,0,1,30,0,0
19-Mar-21,0.3,31.2,0,0,7.2,26.8,0,1.4,0,0,0,0
20-Mar-21,50.2,0,7,0,27.6,0,0,0,5.1,0,0,0
21-Mar-21,0.6,19.5,0,7.9,11.2,0,0,0,2.5,0,0,0
22-Mar-21,10.8,30.8,0,7.9,55.2,19.1,0,27,2.1,0,0,0
23-Mar-21,0.8,22.5,0,5.4,12.2,0,0,89,8.2,0,39.1,0
24-Mar-21,0,0,0,7,0,0,0,6.8,0,15,0,2
25-Mar-21,0,53.4,0,8,108.5,0,10,0,0,0,0,8
26-Mar-21,0.8,0,31,2,0,0,10,108,4.4,0,0,7.1
27-Mar-21,0,12.4,11,29,25.5,0,45.3,0,29.4,0,0,0
28-Mar-21,0,8.2,0,0.6,20.5,22.9,0,14.5,0,50,0,32.5
29-Mar-21,0.9,4.1,0,9,0,0,0,1.3,0,20,11.5,1.4
30-Mar-21,0,0,0,0,9.6,6.3,19.4,0,11,0,43.1,6.9
31-Mar-21,0.8,52.2,0,3.8,0,0,19.5,0,1.1,0,26.2,40
01-Apr-21,40.3,0,0,43.9,24.5,0,27.8,21,0,0,81.4,11
02-Apr-21,0,10.3,0,0,0,15.9,0,11,0,0,62.7,0
03-Apr-21,0,0,21,0,14.5,11.1,0,0,1.6,85,0,0
04-Apr-21,0.9,25.2,0,0,0,0,0,0,3.3,0,0,4.9
05-Apr-21,0.9,40.5,40,29.7,0,0,19.6,10,28.4,0,0,0
06-Apr-21,0.8,0,0,0,0,19.2,0,26.8,0,100,64.3,14.8
07-Apr-21,0.8,55.6,0,2.2,0,0,10,0,43.9,0,47.6,1.2
08-Apr-21,0,18.2,0,27.7,0,26.6,38,16.5,2.5,0,0,2.4
09-Apr-21,10.6,15.5,8,0,0,0,0,0,2.2,0,0,0
10-Apr-21,20.2,0,0,0,0,0,0,7.8,0,0,0,33.1
11-Apr-21,0,0,0,0,24.2,27.3,0,8,0,20,0,0
12-Apr-21,0,0,0,0,7.2,7.1,0,0,0,0,0,0
13-Apr-21,0,0,10,2.9,0,0,20,0,0,0,0,2.6
14-Apr-21,0,0,0,3.3,0,0,0,2.5,0,0,0,65.2
15-Apr-21,0,0,0,6.1,0,0,9.2,0,3.3,80,82.5,0
16-Apr-21,0,4,6,0,0,7.8,9.2,19,0,0,22.8,0
17-Apr-21,0,33,0,3,0,0,19,0,4.1,0,41.4,53.4
18-Apr-21,0,8,0,3.5,0,36.6,0,28,20.2,0,43.2,7.8
19-Apr-21,20.2,0,0,0,0,0,0,0,0,0,0,0
20-Apr-21,0,0,0,0,4.5,0,0,0,0,30,0,0
21-Apr-21,40.3,15.2,11,0,0,0,0,0,0,0,57.8,0
22-Apr-21,30.4,0,0,0,0,12.3,0,7,5,0,0,0
23-Apr-21,0,10.2,0,29.5,0,0,26,0,0,0,0,0
24-Apr-21,0,0,0,0,0,0,0,0,0,50,60.4,0
25-Apr-21,0,0,0,0,0,0,38.8,0,22.1,0,0,0
26-Apr-21,0,5.1,0,0,0,0,0,24,0,15,48.3,0
27-Apr-21,0,20.5,13,16.1,3.7,0,0,1,32,0,72.5,0
28-Apr-21,20.5,40.2,0,3.3,14.7,0,10,0,0,10,4.3,0
29-Apr-21,0.8,4,0,0,0,0,0,0,0,0,11.5,0
30-Apr-21,0.9,28.2,0,9,5.8,0,0,0,2,60,27.4,0
01-May-21,0,8.2,0,0,0,0,9.5,0,0,0,0,55.7
02-May-21,0.7,0,0,0,0,0,0,32.5,0,30,8.7,25.4
03-May-21,0,0,0,0,0,0,0,0,0,20,41.6,0
04-May-21,0,0,16,9.5,17.9,11.1,0,0,1.5,0,0,0
05-May-21,0,0,0,2.2,0,7.1,0,0,0,0,35.2,0
06-May-21,10.7,48.5,0,4.2,13.5,0,0,17,2.4,0,0,0
07-May-21,70.4,57,0,20,20.4,0,58.5,2.5,35,0,0,0
08-May-21,0,0,0,7.6,90.5,19.4,0,14,2.4,0,0,0
09-May-21,0,27.3,0,0,67.5,0,0,0,0,0,0,0
10-May-21,0,0,0,0,0,0,0,8.5,0,15,0,0
11-May-21,0,0,0,1.5,0,0,0,0,0,0,14.6,0
12-May-21,0.9,0,0,0,0,12.3,0,0,0,0,15.8,0
13-May-21,0.9,0,0,155,6.7,0,10,3,25,0,0,0
14-May-21,0,60.2,3,0,0,24.3,19.2,0,0,0,0,0
15-May-21,100.3,0,0,21,21.4,11.7,0,76,0,80,72.8,0
16-May-21,0,93,11,0,17.2,0,9.5,0,0,100,57.3,0
17-May-21,80.8,0,0,5.5,3.2,12.1,0,4,20.2,0,4.3,0
18-May-21,0.9,63.5,19,0,0,10.2,10,4,0,0,0,0
19-May-21,60.7,0,22,21,9.4,7.1,10,10,1.5,0,34.3,12.8
20-May-21,0,0,0,0,18.5,0,0,0,0,0,12.6,0
21-May-21,0,6.5,0,0,10.2,0,0,2,0,0,0,0
22-May-21,10.8,32.5,0,0,28.9,0,0,0,0,0,0,0
23-May-21,100.9,10.2,0,3.4,15.3,0,78.2,6.3,70.05,0,35.7,0
24-May-21,10.9,49.4,9,0,0,0,0,43.5,0,0,22.5,0
25-May-21,10.6,0,0,3,0,0,0,25.5,5,0,0,0
26-May-21,0,0,0,0,0,0,31,5,0,0,88.3,0
27-May-21,0,0,0,0,0,0,0,0,0,50,0,17.7
28-May-21,0,0,0,0,0,0,0,0,0,30,21.7,0
29-May-21,0,75.8,0,1.3,0,0,0,0,0,0,0,0
30-May-21,0.9,0,0,2.4,0,0,0,0,0,0,0,0
31-May-21,0,28.3,26,0,0,0,0,0,17.6,80,0,0
01-Jun-21,0.85,42.7,0,0,0,0,8.5,0,0,0,0,0
02-Jun-21,10.7,0,0,0,13,0,0,0,0,40,0,0
03-Jun-21,0,0,0,0,0,0,0,0,0,0,0,0
04-Jun-21,0,0,0,0,19.5,0,0,0,0,0,0,0
05-Jun-21,0,0,0,4.6,0,9.2,0,0,0,0,52.4,0
06-Jun-21,0,37,0,1.5,30.5,0,10,0,20,0,17.2,0
07-Jun-21,0.85,0,16,2,0,0,0,8,1.5,80,13.8,0
08-Jun-21,0,0,0,6.1,0,0,0,0,0.7,50,0,0
09-Jun-21,0,8.2,7,0,0,0,0,0,0,0,0,0
10-Jun-21,20.5,0,0,4.3,0,0,39,0,0,0,0,0
11-Jun-21,0.85,32.5,0,0,0,0,0,0,0,0,0,0
12-Jun-21,20.4,0,22,3,0,0,0,0,0,30,47.1,0
13-Jun-21,0,0,0,1,9,0,0,0,0,0,28.5,0
14-Jun-21,0,0,0,0,0,0,0,0,0,0,15.2,0
15-Jun-21,0,0,0,0,0,11.7,0,0,0,0,0,0
16-Jun-21,0,0,0,0,0,0,0,3.5,5.8,50,57.3,14.2
17-Jun-21,0,11.2,0,20,20,0,49,0,14,0,0,21
18-Jun-21,10.5,0,4,10,0,0,9.4,0,11,0,0,0
19-Jun-21,0,0,0,0,70.5,0,0,0,0,20,64.3,87.8
20-Jun-21,0,0,0,1.7,70.5,12.3,0,0,0,0,0,20.4
21-Jun-21,0,44,12,0,49.1,0,10,3.5,38.2,0,0,0
22-Jun-21,10.7,0,0,0,0,0,0,43,0,0,11.3,0
23-Jun-21,0,0,0,10.5,0,7.3,0,0,1,100,0,48
24-Jun-21,0.8,6.2,19,5,0,0,0,0,3.6,0,16.5,36.3
25-Jun-21,20.5,0,0,5,19,0,9.4,0,9.3,0,79.5,17.9
26-Jun-21,0,0,0,0,0,0,0,5,0,0,0,11.4
27-Jun-21,0,0,0,18.4,10.5,1.4,0,0,8.5,0,37.8,0
28-Jun-21,0,0,0,0,0,0,0,1,0,15,6.4,7.3
29-Jun-21,0,33,0,1.2,9.2,0,0,0,1,0,0,0
30-Jun-21,0.85,0,0,1.2,0,0,0,1,0,0,18.4,0
01-Jul-21,0,21,0,44,27.4,0,10,7.5,5.8,0,24.6,0
02-Jul-21,10.7,0,24,34.5,0,0,0,1,1,0,63.4,0
03-Jul-21,0,10.2,16,11.3,0,0,9.6,3.5,39.5,0,88.7,0
04-Jul-21,0.9,0,0,0,0,0,0,5,0,0,96.7,0
05-Jul-21,0,0,0,0,0,9.2,0,0,0,0,7.1,0
06-Jul-21,0,0,0,0,0,0,0,0,0,0,52.7,0
07-Jul-21,0,10.3,3,2,0,0,0,0,4,50,98.3,0
08-Jul-21,0,19.3,8,41.5,29,0,20,0,6.3,0,42.5,0
09-Jul-21,20.5,0,0,0,0,0,0,14.5,0,0,34.6,0
10-Jul-21,0,0,0,0,0,12.5,0,0,0.4,0,0,0
11-Jul-21,0,0,0,4,0,0,9.8,0,2.8,70,57.2,0
12-Jul-21,0,20.2,3,12.3,0,0,9.4,1,6.5,0,0,0
13-Jul-21,0,0,0,1.3,0,0,0,0,0.5,0,14.4,0
14-Jul-21,0,0,10,20,0,0,0,0,0.7,0,0,0
15-Jul-21,0,0,18,2.7,0,11.2,0,3.5,7.8,0,0,0
16-Jul-21,0.9,10.5,2,2.4,10.4,0,0,1.5,3.3,0,0,0
17-Jul-21,0,0,0,5,0,0,0,2.5,0,20,31.6,0
18-Jul-21,0,0,0,0,0,0,0,0,0,40,0,0
19-Jul-21,0,0,0,0,0,0,0,0,0,0,47.5,0
20-Jul-21,0,49.2,0,8.2,17.2,0,0,0,0,0,0,0
21-Jul-21,21.6,20.5,0,4.5,0,7,9.8,0,3.3,50,0,0
22-Jul-21,0,0,0,0,0,0,0,8.5,0,0,34.8,0
23-Jul-21,0,55.2,0,0,0,0,0,0,0,0,0,0
24-Jul-21,0,0,0,0,0,0,9.8,0,3.7,0,16.5,0
25-Jul-21,0,0,0,0,7.5,0,0,1,0,20,0,0
26-Jul-21,0,0,0,0,0,0,28.8,0,6.6,0,0,0
27-Jul-21,0.9,0,46,11.1,0,0,0,0,25,0,68.4,0
28-Jul-21,0,0,0,0,0,0,0,2.5,0,0,0,0
29-Jul-21,0,0,0,0,0,0,0,0,8.3,0,0,0
30-Jul-21,0,0,0,2.1,0,0,0,0,0,20,44.7,0
31-Jul-21,50.4,8.2,0,0,0,0,0,0,0,0,27.6,0
01-Aug-21,0,40.3,52,2,0,0,0,0,0,0,47.3,0
02-Aug-21,0,0,0,20.4,0,0,88.4,0,1.8,0,62.7,15
03-Aug-21,0,20.3,0,0,0,0,0,0,0,20,36.5,0
04-Aug-21,0,0,0,0,0,0,0,0,0.5,0,0,0
05-Aug-21,0,40.2,10,18.8,0,0,46.7,0,21,0,27.2,0
06-Aug-21,25.6,10.3,0,0,0,0,0,39.5,0,0,18.3,0
07-Aug-21,0,0,1,2.3,0,0,10,0,5.5,0,0,0
08-Aug-21,0,15.5,0,36.2,17.5,0,0,8.5,0,0,0,0
09-Aug-21,17,0,0,0,0,0,0,1.5,0,0,0,0
10-Aug-21,0,0,0,0,7.5,0,0,0,0,20,34.4,0
11-Aug-21,0,0,0,39,21.9,0,17.5,0,11.9,0,0,0
12-Aug-21,2.5,15.2,0,40.2,0,0,38.8,0,10.2,90,61.8,0
13-Aug-21,42,45.5,6,5.7,30.4,0,0,46,0,50,10.4,0
14-Aug-21,2,30.5,5,10.3,0,7.02,29.1,20,4.5,10,22.6,0
15-Aug-21,0,0,0,7,0.9,0,0,14,4,20,75.2,0
16-Aug-21,1,0,2,6.5,0,9,9.5,0,2,25,35.1,0
17-Aug-21,0,0,6,8.9,54.5,0,58.6,18,0,10,82.7,0
18-Aug-21,0,10.3,33,1.3,0,0,0,1,3.9,0,68.2,0
19-Aug-21,0,0,75,14,0,0,0,0,7,50,70.7,0
20-Aug-21,20.5,8.2,0,34,51,0,10,0,0,10,12.6,0
21-Aug-21,3.5,0,10,4,0,0,0,4,2.2,15,52.7,0
22-Aug-21,3,7.1,0,5.5,0,0,19.2,29.5,1.5,15,0,0
23-Aug-21,3.5,15.2,0,0.5,12.4,0,0,5,0,0,7.2,0
24-Aug-21,0,30.5,0,1.5,2.5,0,0,0,2.2,10,18.7,0
25-Aug-21,0,0,0,5,0,19.6,0,0,0,0,0,0
26-Aug-21,0,10.2,16,4.5,0,0,48.8,0,0.5,15,0,0
27-Aug-21,90,45.3,48,11,74.6,0,48,5,47.2,10,30.5,0
28-Aug-21,24.5,20.2,0,1,22.4,0,0,8.5,0.5,0,48.6,0
29-Aug-21,0,0,0,51,0,0,9.7,0.5,14.5,25,0,0
30-Aug-21,0,0,0,9,29.4,14.1,0,0,4,0,88.7,0
31-Aug-21,2,25.5,61,0,5.5,0,48.8,35,3.6,50,24.6,0
01-Sep-21,14.5,0,32,20,78.2,0,16.6,0,0,0,27.8,0
02-Sep-21,1,35.2,41,42,46.9,8.2,52.8,0,9.5,0,69.7,0
03-Sep-21,175,34.3,23,0,39.6,0,0,22,2.5,25,33.9,0
04-Sep-21,118,0,0,0,51.2,3.1,0,45.5,1.2,0,48.2,0
05-Sep-21,4,0,3,5.4,32.8,0,7.8,1,28,10,37.2,0
06-Sep-21,0,25.5,0,32.5,0,0,0,7,48.4,25,46.8,0
07-Sep-21,0,0,0,0,0,11.4,0,0.5,0,0,0,0
08-Sep-21,0,0,0,11.5,0,0,0,0,6.8,10,0,0
09-Sep-21,8,10.2,0,0,0,0,9.2,0,1.3,0,0,0
10-Sep-21,4.5,8.2,4,40.5,0,0,40,0,9.4,15,0,0
11-Sep-21,41,5.1,0,2.5,56.5,2.9,0,17,0.4,0,44.3,0
12-Sep-21,2,0,14,26.5,0,0,8.3,0,12.4,0,21.7,48.6
13-Sep-21,0,0,0,0,7.2,0,8.3,4.5,0,0,53.6,3.3
14-Sep-21,0,15.5,0,7.5,0,0,0,0,3,25,0,64.2
15-Sep-21,25,6.1,70,15,71.6,0,79.9,0.8,5.5,0,63.5,0
16-Sep-21,30,0,0,4,0,0,0,51.5,0.5,100,92.4,0
17-Sep-21,0,0,0,0,0,4.7,0,0,0,10,71.3,0
18-Sep-21,0,0,13,3,0,0,0,0,1.9,0,24.2,0
19-Sep-21,0,0,0,0,0,0,0,0,0,0,37.5,0
20-Sep-21,16,20.3,0,3,0,13.4,95.7,4.5,31.8,0,0,0
21-Sep-21,37,6.2,58,26,14.2,3.7,0,8,4,10,5.2,0
22-Sep-21,4,6,6,0,0,0,0,22.5,0,0,0,0
23-Sep-21,3,0,0,0,6.5,0,27.1,0,0.5,10,0,0
24-Sep-21,18,30.2,34,0,12.8,6.7,15.7,16.5,4,25,38.5,8.7
25-Sep-21,0,50.3,0,0,27.4,11.3,0,0,9.3,0,13.5,0
26-Sep-21,0,20.5,0,0,0,0,0,0,1,0,0,0
27-Sep-21,10.5,0,0,7,0,0,0,0,0,0,0,0
28-Sep-21,0,0,0,6.6,10.2,0,0,0,0,15,0,0
29-Sep-21,0,0,17.2,5,0,0,9.6,0,0.5,0,42.4,0
30-Sep-21,8,0,0,21,0,0,0,4,5.8,0,0,0
01-Oct-21,0,42.2,10,18,0,0,49.6,0,45.2,0,47.2,0
02-Oct-21,42.5,0,0,7,0,0,0,22,0,50,41.6,0
03-Oct-21,0,10.2,17.5,2.5,19.5,0,9.5,0,36.3,10,83.6,0
04-Oct-21,62,8.2,1,4,84.6,0,0,0,1,100,33.6,0
05-Oct-21,0,4,0,0,0,0,0,3,0,0,0,0
06-Oct-21,0,2,8.5,0.5,41.7,0,0,0,2.8,25,0,0
07-Oct-21,3.5,0,0,0,0,0,0,2,0.4,5,0,0
08-Oct-21,0,0,0,0,0,0,0,0,0,0,0,0
09-Oct-21,3,0,0,0,0,3.2,0,0,0,0,0,0
10-Oct-21,0,15.2,51,33,23.8,0,49,0,31.9,25,0,0
11-Oct-21,6,14.5,5,2.5,16.3,0,0,1.3,30.6,10,73.9,0
12-Oct-21,6,0,0,0,0,0,0,0,0,0,22.5,0
13-Oct-21,0,0,0,0,0,0,0,0,0,0,61.4,0
14-Oct-21,14.5,10.2,0,1.5,0,0,0,3.8,1.2,0,0,0
15-Oct-21,4,0,0,0,7.5,0,0,0,1.9,0,0,0
16-Oct-21,0,0,0,4,0,0,8,4.5,0,0,0,0
17-Oct-21,0,32.6,0,15,46.8,5.2,0,2.2,16.7,5,0,16.8
18-Oct-21,0,0,0,30.5,4.2,0,0,33.5,11.9,0,63.3,0
19-Oct-21,0,8.5,100,33,0,0,31,2.5,23.2,10,58.3,0
20-Oct-21,15.5,58.5,22.5,0,2.7,0,0,7.7,0.3,0,34.8,0
21-Oct-21,0,0,49.5,0.5,0,0,0,2,6.3,0,2.5,0
22-Oct-21,0,0,0,5,0,0,0,1.5,0,10,47.8,0
23-Oct-21,0,0,0,1.5,0,0,0,0,2.9,0,0,0
24-Oct-21,0,5.1,25,17,11.2,0,0,0,7,15,31.4,0
25-Oct-21,5,0,0,3,0,0,0,0,0,0,57.3,0
26-Oct-21,37.5,0,4.5,0,18,0,0,0,0,0,79.4,6.4
27-Oct-21,0,2,2,1.5,8.5,0,0,5.7,0,0,0,43
28-Oct-21,0,20.5,7,2,13.6,0,0,0,1.8,0,0,0
29-Oct-21,0,0,1.5,7,0,0,0,2.5,1.9,10,87.8,13.3
30-Oct-21,0,0,5.5,3.4,0,0,0,0.5,0.6,10,63.4,0
31-Oct-21,25,0,0,5,21.7,0,0,0,1.3,0,27.5,5.9
01-Nov-21,32,30.6,0,3.5,9.8,0,0,0,3.4,0,0,2.1
02-Nov-21,30,0,0,4.5,0,0,0,19.5,4.6,25,72.5,3.5
03-Nov-21,0,3.1,0,39,0,0,0,1,4.1,25,0,0
04-Nov-21,27.5,53.5,56.5,11.5,117.5,0,41,56.5,3.4,0,11.6,3.4
05-Nov-21,54.5,0,0,2,0,0,0,3,0.8,40,23.4,0
06-Nov-21,0,50.5,0,0,7.2,3.3,0,0,0,20,18.7,0
07-Nov-21,34,0,0,59,13.5,0,0,3.5,7.4,10,68.8,24.3
08-Nov-21,5.5,0,7.5,99,2.5,0,19.5,13.5,18.9,25,0,0
09-Nov-21,0,0,0,0,0,0,0,0,0,0,0,0
10-Nov-21,0,0,16,5.5,2.2,0,39.6,1,0,0,83.2,5.7
11-Nov-21,0,0,0,0,14.5,0,0,3.2,0,0,64.7,22.2
12-Nov-21,2.5,2,9.5,49,0,4.2,9.8,9.5,0,5,0,7.3
13-Nov-21,3.5,0,0,1,44.5,3.9,9.7,4,0,20,94.6,0
14-Nov-21,10,44.2,10.5,0,9.2,0,9.5,4.5,0,10,0,0
15-Nov-21,38,2,26,7,4.5,0,0,11,13,0,14.8,0
16-Nov-21,0,6.4,13,9,0,0,0,9,0,25,0,0
17-Nov-21,18.5,0,24,0,0,0,0,29,0,50,0,0
18-Nov-21,1,26.2,25,0.3,0,0,0,13,1.2,50,0,43.6
19-Nov-21,40,50.5,0,16.5,8.2,0,18.8,60,24.9,50,88.3,8.7
20-Nov-21,93,0,19,0,0,0,9,1,0.6,25,32.6,7.2
21-Nov-21,0,0,0,0,16.7,4.2,0,0,0,0,0,0
22-Nov-21,0,0,0,0,0,0,0,4,0,0,0,0
23-Nov-21,0,10.5,13,1,59.3,0,0,18,0,75,25.7,4.2
24-Nov-21,31,6.2,11.5,42,0,0,0,9.5,0,0,16.3,35.2
25-Nov-21,8,0,0,0,0,0,0,0,0,0,8.5,3.4
26-Nov-21,0,20.4,0,11,11.5,6.3,0,9,0.5,0,22.4,0
27-Nov-21,0,105.5,21,7,24.5,2.1,0,47.5,18,75,0,0
28-Nov-21,28.5,0,0,6.5,0,0,9.4,1.5,2.8,50,41.6,10.7
29-Nov-21,3,0,5,0.5,0,0,0,0,0,50,63.2,17.7
30-Nov-21,0,0,0,0,0,0,0,0,0,50,0,14.9
01-Dec-21,0,25.5,0,0,0,0,0,0,0,0,0,5.9
02-Dec-21,0,0,6,0,0,0,0,0,1.2,10,0,0
03-Dec-21,0,0,12,2,12.7,6.2,0,2,1.2,0,0,0
04-Dec-21,25,10.5,4,0,0,0,0,0,0,20,91.3,0
05-Dec-21,4.5,26,22,0.5,32.5,0,0,7,11.1,25,73.4,47.4
06-Dec-21,28.5,0,0,0,0,0,0,0,0,0,21.6,19.6
07-Dec-21,0,12.2,11,0,24.5,0,0,17,0,0,0,0
08-Dec-21,9,0,0,12,0,0,10,0,3.9,20,57.3,0
09-Dec-21,0,0,12,8,0,10.3,9.1,1.5,0,0,0,4.3
10-Dec-21,1,0,0,1.6,0,2,0,0,13.5,25,12.7,31
11-Dec-21,0,0,2,5.5,0,0,0,0,3.1,0,8.4,15.6
12-Dec-21,9,6.2,31,3.5,16.4,0,0,1.5,0,25,17.2,0
13-Dec-21,5,5,0,6.4,0,0,0,0,3.1,0,31.5,0
14-Dec-21,6,0,0,0,0,0,0,0,0,0,66.3,52.9
15-Dec-21,14.5,10.2,32,14.3,15.7,0,19.8,19.5,11.8,50,28.5,23.3
16-Dec-21,11,0,0,1,8.2,5.5,9,0,0,0,19.5,0
17-Dec-21,1,7.5,32,17.5,0,0,9.9,0,18.8,0,10.3,0
18-Dec-21,3,40.7,13.5,1.5,0,0,9.7,25.5,22.3,10,21.7,5.7
19-Dec-21,33,15.7,5.5,4.5,47.5,3,9.6,3.1,25.8,0,0,6.8
20-Dec-21,8,0,5.5,0.5,17.8,1,9.6,15,0,75,33.2,73.2
21-Dec-21,0,0,0,0,0,0,0,0,0,0,26.4,0
22-Dec-21,0,20.5,90,38,0,0,67.8,49,80.5,100,41.6,0
23-Dec-21,75,90.5,18,0,13.2,2.09,0,10.5,0,50,25.8,0
24-Dec-21,40,5.1,0,34.5,28.6,1,19,34.5,21,75,53.6,0
25-Dec-21,0,4,3,0.3,0,0,0,1.5,1.2,0,22.7,15.9
26-Dec-21,12,45.7,34,31.5,39.4,0,28.8,30,57.7,100,37.4,0
27-Dec-21,16,0,0,6,0,9.5,0,9,0,50,83.6,5.4
28-Dec-21,0,52.5,1,8,11.5,0,20,5,28.2,75,65.7,7.7
29-Dec-21,42.5,0,88,0,0,0,9.3,24,91.8,50,73.1,0
