Date,Long Iram,Barong Tongkok,Kembang Janggut,Karang Tunggal,Damai,Muara Ancalong,Muara Kaman,Panyinggahan,Sumber Sari,Tj. Issuy,Tenggarong,Muara Wahau
12-Mar-11,0,0.6,3.2,13,0,60.5,46.5,29,0,9.3,0,0.6
13-Mar-11,0,0,0,47,0,0,0,3.2,32.02,10.5,94.3,0
14-Mar-11,0,0.8,5.5,0,5.4,0,37.4,114.3,0,8.3,0,10
15-Mar-11,0,0,0,0,2.5,0,0,1.7,44.06,10.4,0,10.5
16-Mar-11,0,0,4.4,0,0,0,0,0,0,9.5,0,0
17-Mar-11,0,0,5.2,0,0,0,0,0,0,0,80.6,0.7
18-Mar-11,0,0,0,20,0,0,54.7,1.5,0,10.3,63.8,0
19-Mar-11,50.85,0,2.5,0,9.4,0,0,2.6,0,7.5,22.4,2.5
20-Mar-11,0,1.2,1.3,0,0,0,35.6,0,30.06,20,0,6
21-Mar-11,0,0,3.6,0,6.4,0,47.5,0,0,20.3,0,0
22-Mar-11,0,0,4.2,65,0,0,62.4,10.6,33.05,0,0,6
23-Mar-11,20.21,0,5.1,26,0,82.1,0,7.1,7.07,8.2,0,0
24-Mar-11,0,2,0,7,5.3,0,38.5,10.9,0,0,0,0
25-Mar-11,20.25,0,0,16,2.6,33.2,46.7,9.4,16.05,27.5,91.7,0
26-Mar-11,0,0,0,0,0,0,0,9.8,0,10,81.4,0
27-Mar-11,10.15,0,0,0,0,0,0,4.3,27.01,0,0,0
28-Mar-11,70,0,0,8,7.5,0,54.6,0,22.05,37.5,0,12.2
29-Mar-11,60.33,0,0,0,0,100.3,0,0,0,20,85.8,2.4
30-Mar-11,0,0,0,0.95,4.4,0,37.5,0,0,0,30.2,0
31-Mar-11,0,0,0,0,3.3,42,0,2.9,0,0,66.7,0
01-Apr-11,0,0,0,0,5.2,52.1,53.4,0,0,5,34.4,16
02-Apr-11,10,0,0,0.02,0,0,36.7,0,37.4,0,0,0
03-Apr-11,0,0,2.1,0,0,0,0,0,0,0,0,4
04-Apr-11,0,0,4.5,0,5.8,0,0,20.6,0,15.2,0,0
05-Apr-11,70.21,2.5,3.6,0,4.6,0,0,0,0,5.3,82.7,15.2
06-Apr-11,0,3.6,2.4,0,0,21.1,42.5,0,54.7,0,0,3.5
07-Apr-11,30.83,0,0,0,0,0,35.2,0,0,0,95.8,66.9
08-Apr-11,10.11,6.2,4.6,0,0,0,0,0,35.6,5.7,64.3,0
09-Apr-11,0,0,3.7,0,6.8,0,37.4,26,47.5,10,55.6,0
10-Apr-11,20.23,0,4.5,0.03,0,49.2,0,36.6,62.4,0,0,0
11-Apr-11,10.44,0,0,0,0,0,0,13.8,0,0,0,2.6
12-Apr-11,0,0,0,0,0,0,46.6,0,0,0,76.4,0.5
13-Apr-11,20.35,0,0,0,0,0,0,9.4,0,17.5,43.7,0
14-Apr-11,40.25,0,0,0,0,0,38.5,0,0,5.2,0,0
15-Apr-11,60.12,0,0,0,9.5,0,0,23,37.6,0,0,6
16-Apr-11,0,1.5,0,0,6.4,0,0,0,45.3,20,0,2.5
17-Apr-11,0,0.6,2.5,0,0,100.2,45.6,0,36.5,9.3,0,0
18-Apr-11,60.55,0,3.1,0,5.5,0,0,41.6,0,0,0,1.2
19-Apr-11,10.12,0,1.6,0,0,0,0,13.8,0,50.3,21.8,0.6
20-Apr-11,0,0,2.4,0,0,0,0,68.7,47.6,0,112.4,0
21-Apr-11,0,0,4.2,0,4.6,0,52.7,0,0,0,0,0
22-Apr-11,0,0,0,0,0,0,0,0,0,0,0,1.5
23-Apr-11,0,0,0,0,6.8,0,36.4,2.7,0,0,0,0
24-Apr-11,30.6,2.5,3.6,0,5.4,0,42.5,7.2,20.4,0,0,3.5
25-Apr-11,100.8,0,3.2,0,0,0,0,0,38.5,0,0,1.5
26-Apr-11,0.45,0,5.1,0,0,0,0,8.3,0,0,62.3,0
27-Apr-11,0,0,1.4,0,6.4,31.3,34.6,12.8,0,0,84.7,0
28-Apr-11,20.92,0,0,0,0,0,36.5,3.9,0,0,0,0
29-Apr-11,10.35,0,2.2,0,7.3,0,0,0,0,0,0,5.6
30-Apr-11,0,0,1.4,0,0,0,42.8,72.8,0,0,44.8,1.1
01-May-11,10.25,2.5,1.4,0,0,51,64.5,3.9,0,0,0,10
02-May-11,120.82,0.6,2.3,0,0,0,42.7,41.6,38.5,0,0,2.5
03-May-11,0.25,0.5,4.2,0,5.3,0,0,0,0,10.7,0,11
04-May-11,0,2.5,1.4,0,0,30.3,46.5,0,0,0,0,10.2
05-May-11,0,2.4,0,0,0,0,0,0,45.6,0,0,2.3
06-May-11,0,3.6,5.3,0,5.5,0,37.6,0,0,8.3,0,0.6
07-May-11,0,0,4.2,0,3.8,0,45.3,6.3,0,0,0,31.2
08-May-11,0,0,0,0,0,0,36.5,13.1,0,6.1,0,0
09-May-11,20,0,0,0,0,22.1,0,0,52.7,0,0,0
10-May-11,0,0,0,0,6.2,0,0,0,0,0,0,2.5
11-May-11,0,0,0,0,0,76.2,47.6,0,0,0,0,0
12-May-11,20.95,0,0,0,0,0,0,0,0,0,0,12
13-May-11,0,0,0,0,6.6,0,0,2.6,0,0,0,1.5
14-May-11,0,0,0,32.4,0,0,0,0,0,30,0,2.6
15-May-11,0,0,0,0,4.2,0,20.4,0,38.5,0,0,0
16-May-11,0,0,0,0,0,0,38.5,1.2,26.4,0,0,0
17-May-11,0,0.5,0,0,0,0,0,0,0,0,0,3.5
18-May-11,0,0,0,0,4.3,0,27.5,0,0,0,0,0.5
19-May-11,0,0,0,0,0,0,0,0,0,0,0,0
20-May-11,0,0,0,0,0,0,22.7,0,0,15.8,0,1.5
21-May-11,0,0,0,0,0,0,0,0,47.6,0,0,3.5
22-May-11,20.25,0.9,0,0,5.2,14.3,0,1.4,0,0,0,0
23-May-11,0,0,2.7,13,0,0,0,7.7,36.5,0,0,0
24-May-11,0,0,1.4,0,0,0,0,1.9,0,10.1,0,0
25-May-11,0,0,3.2,0,0,0,28.5,3.7,0,5,0,3.5
26-May-11,0,0,0,0,4.8,0,0,0,0,0,0,0
27-May-11,20.5,0,0,0.8,0,0,0,0,0,0,0,0
28-May-11,0,0,2.5,0,2.4,21.1,24.4,0,0,0,0,0
29-May-11,0,0,1.4,0,0,0,0,0,0,0,0,10.2
30-May-11,0,0,1.2,0,0,0,0,8.1,0,0,0,0.6
31-May-11,0,0,0,0,4.3,33.2,0,0,0,0,0,0
01-Jun-11,0,0,0,0,0,0,0,0,0,20.1,26.4,0
02-Jun-11,0,0,3.7,15,0,0,0,0,0,15,10.8,2
03-Jun-11,0,0,0,0,3.8,10,0,0,20.4,0,0,0
04-Jun-11,30.95,2.6,0,10,0,0,27.6,2.3,38.5,0,98.8,2.5
05-Jun-11,20.61,3.9,0,0,0,0,0,5.9,0,8.3,1.1,0
06-Jun-11,0,0,1.5,0,0,0,38.5,0,27.5,0,0,3.5
07-Jun-11,0,0,3.2,21.7,5.6,0,26.4,0,0,0,0,0
08-Jun-11,0,0,1.2,0,0,0,0,27.5,22.7,0,0,2.6
09-Jun-11,0,0,3.4,38.3,4.2,0,0,0,0,10,0,0
10-Jun-11,0,0,2.2,0,0,0,0,0,0,7.3,10.2,12.6
11-Jun-11,0,0,0,0,0,0,0,2.7,0,0,0,0.6
12-Jun-11,40,0,0,20.1,4.1,0,47.6,33,0,0,56.9,0
13-Jun-11,0,15.2,0,0,2.5,0,0,3.5,0,0,0,0
14-Jun-11,0,0,0,36.2,0,0,36.5,19.8,56.7,0,0,3.5
15-Jun-11,0,0,0,13,0,24.2,0,42.3,0,10.8,0,2.6
16-Jun-11,40.85,0,0,0,0,0,0,0,67.7,0,72.3,0
17-Jun-11,0,3.6,0,30.1,6.4,0,42.7,0,0,0,24.6,36
18-Jun-11,0,0,0,0,0,0,0,0,0,0,0,2.5
19-Jun-11,0,0,0,0,5.3,0,54.6,0,66.2,0,0,1.5
20-Jun-11,10.15,0,0,0,0,33.3,0,0,0,0,0,3.2
21-Jun-11,21.1,0,0,0,0,0,0,0,0,0,0,0
22-Jun-11,0,0,0,0,5.8,0,0,0,42.5,0,0,0
23-Jun-11,0,0,0,0,0,0,0,0,0,0,0,0
24-Jun-11,0,0,0,0,0,0,0,0,54.6,0,94.7,0
25-Jun-11,0,0,0,0,4.7,0,0,0,38.5,0,11.4,2.5
26-Jun-11,0,0,0,0,0,0,28.6,0,0,0,3.6,2.5
27-Jun-11,0,0,0,5,3.3,0,45.4,0,0.5,0,0,0
28-Jun-11,0,0,0,0,0,0,37.3,0,0.6,0,0,0
29-Jun-11,0,0,0,0,0,0,0,7.1,0,0,0,0
30-Jun-11,0,0,0,0,5.5,0,0,0,0,0,0,6.5
01-Jul-11,0,0,0,0,0,0,0,0,0,0,49.3,2.5
02-Jul-11,20.24,0,0,0,0,0,28.4,0,0,6.5,8.7,0
03-Jul-11,0,0.6,0,7,3.2,0,0,0,0,0,0,0.6
04-Jul-11,30.37,0,0,4,0,0,48.6,12.2,0,0,0,0
05-Jul-11,0,0,0,0,0,0,56.7,0,0,0,0,0
06-Jul-11,0,0,0,0,4.3,0,0,0,0,10,0,0
07-Jul-11,70.63,2.6,0,0,0,0,67.7,0,0,0,0,1.5
08-Jul-11,0,0,0,7,4.6,0,0,0,0,0,22.8,0
09-Jul-11,0,0,0,0,0,0,0,0,0,4.5,0,0
10-Jul-11,0,0,0,0,0,0,66.2,0,0,0,0,15.2
11-Jul-11,0,0,0,0,3.3,0,0,0,50.5,0,60.4,0.6
12-Jul-11,0,0,0,6,0,0,0,0,0,0,0,0
13-Jul-11,0,0,0,0,0,0,42.5,2.5,0,0,0,33.6
14-Jul-11,20.52,0,0,0,0,0,0,0,0,0,0,0
15-Jul-11,0,0,0,0,5.8,0,54.6,0,0,0,0,0
16-Jul-11,30.36,15.2,2.5,0,0,0,38.5,0,0,0,0,0
17-Jul-11,10,0,0,0,5.2,0,65.7,0,0,0,0,0
18-Jul-11,0,0,0,18,0,40.6,0,11.4,0,0,0,1
19-Jul-11,0,0,4.5,0,0,0,47.5,0,0,0,32.7,0
20-Jul-11,0,0,2.7,0,4.7,0,52.6,0,0,0,0,0
21-Jul-11,0,0,1.5,0,0,0,58.4,0,0,0,73.2,1.5
22-Jul-11,0,0,3.4,0,0,0,64.5,3.4,0,0,0,0.6
23-Jul-11,0,0,2.5,19,5.5,0,36.8,0,0,0,0,0
24-Jul-11,0,3.6,0,0,0,0,0,3.8,0,0,0,0
25-Jul-11,0,0,0,0,0,0,27.6,0,0,0,46.8,0
26-Jul-11,0,0,0,29,0,0,42.4,0,0,0,21.3,0
27-Jul-11,0,0,0,7,6.4,0,0,0,0,0,0,1.2
28-Jul-11,0.29,0,0,0,0,0,56.7,0,0,0,0,0
29-Jul-11,20.55,0,0,0,5.9,0,0,0,0,0,0,0
30-Jul-11,0,0,0,0,0,0,0,0,0,0,18.7,0
31-Jul-11,0,0,0,0,0,0,0,0,0,0,0,0
01-Aug-11,0,0,0,0,0,0,36.4,0,0,0,0,2.1
02-Aug-11,0,0,2.5,0,3.8,0,0,0,0,0,0,0
03-Aug-11,0,1,1.2,0,0,0,48.6,0,0,0,0,1.6
04-Aug-11,0,0,3.5,0,4.6,0,0,0,3.1,0,76.5,0
05-Aug-11,0,0,2.3,19,0,0,0,0,0,0,0,0
06-Aug-11,0,0,4.1,0,0,0,57.4,0,0,4.5,34.9,0
07-Aug-11,0,0,0,0,2.6,0,45.7,0,2,0,0,2.6
08-Aug-11,0,0,0,0,0,0,36.5,0,0,0,0,0
09-Aug-11,0,0,0,0,0,0,0,0,0,0,0,2.5
10-Aug-11,40.85,0,0,0,0,0,0,0,5.3,10.5,0,0
11-Aug-11,0,0,0,4,6.4,0,0,0,0,0,0,1.6
12-Aug-11,0,0,0,0,0,0,0,0,0,0,0,0
13-Aug-11,0,0,0,0,0,0,0,0,0,0,0,0
14-Aug-11,0,0,0,0,0,0,27.4,0,0,0,65.5,0
15-Aug-11,0,0,0,0,5.5,0,0,0,0,0,13.9,0
16-Aug-11,0,0,0,8,0,0,0,0,0,3.5,0,0
17-Aug-11,10.62,0,0,0,0,0,0,0,0,0,0,2
18-Aug-11,0,0,0,0,2.8,0,0,0.5,0,0,35.7,0
19-Aug-11,0,0,0,6,3.6,0,0,0,0,0,0,0
20-Aug-11,0,2.3,0,0,0,0,0,0,0,0,0,0
21-Aug-11,0,0,0,0,0,0,53.6,0,0,2,0,0
22-Aug-11,10,0,0,13,4.7,0,48.5,33.9,0,0,0,0
23-Aug-11,40.7,0,0,47,0,0,0,0,0,0,0,0
24-Aug-11,0,0,0,0,0,0,56.5,0,0,0,81.3,12.5
25-Aug-11,0,0,0,0,0,0,54.3,0,0,0,0,0
26-Aug-11,0,0,0,0,9.6,0,38.7,0,0,4,0,0
27-Aug-11,0,0,2.3,0,0,0,47.6,1.3,0,0,10.7,0
28-Aug-11,10,0,1.2,0,2.2,0,0,33.9,0,10.2,0,2
29-Aug-11,60.33,0,2.5,0,0,0,62.5,0,0,8,0,0.6
30-Aug-11,0,0,0,0,0,0,57.6,0,0,8.2,0,0
31-Aug-11,10.42,0,4.7,0,0,0,36.7,0,0,0,0,0
01-Sep-11,0,0,2.5,0,6.7,0,57.6,3.4,0,0,92.7,16
02-Sep-11,0,0,3.4,0,0,0,72.5,0,0,0,43.2,0.6
03-Sep-11,40.61,0,2.6,0,0,0,48.7,0,0,0,0,0
04-Sep-11,0,0,4.5,13,5.1,0,65.4,0.1,10.8,0,0,0
05-Sep-11,50.7,0,0,47,0,105.2,53.8,29.7,70.2,5,0,12.7
06-Sep-11,0,1.5,0,0,0,0,37.5,0,0,0,0,0
07-Sep-11,0,3.6,2.7,0,0,0,67.4,0,0,0,0,0
08-Sep-11,0,3.5,4.2,0,7.8,0,46.6,0,0,10.3,0,1.2
09-Sep-11,0,0,0,0,5.6,0,58.6,0,0,0,26.8,0.5
10-Sep-11,10.32,0,0,20,0,0,0,0,0,0,0,0.7
11-Sep-11,10,0,0,0,0,0,0,14.2,0,8.2,0,2.1
12-Sep-11,10.44,0,0,0,3.8,53.5,26.7,0,0,0,0,2.6
13-Sep-11,0,0,3.1,0,0,0,0,2.2,50.2,0,40.9,0
14-Sep-11,0,0,2.6,0,0,0,42.5,3,20.2,0,7.8,0
15-Sep-11,0,0,2.4,0,4.3,0,0,0,0,0,0,1.9
16-Sep-11,10,0,1.5,0,2.6,32.3,56.4,18.7,0,3.1,0,0
17-Sep-11,0,2.5,0,0,0,0,53.6,0,0,0,0,0
18-Sep-11,20.18,0,0,0,0,0,0,0,0,0,0,3
19-Sep-11,0,0,0,0,4.8,0,0,2.2,15.9,0,0,1.6
20-Sep-11,0,0,0,0.03,0,17.1,0,0,0,0,0,1.2
21-Sep-11,0,3.6,0,0,0,0,0,0,0,5.5,0,0
22-Sep-11,0,0,0,0,6.4,0,37.5,0,0,0,0,0
23-Sep-11,0,0,0,0,0,0,0,0,0,0,54.3,0
24-Sep-11,0,0,0,0,6.2,0,20.7,0,0,0,22.7,1.9
25-Sep-11,0,0,0,0,0,0,0,0,17.7,0,0,0
26-Sep-11,10,1.5,0,0,0,0,0,0,0,0,0,0
27-Sep-11,0,0,0,0,3.8,0,0,0,0,0,0,0
28-Sep-11,0,0,0,0,0,0,0,0,0,7.5,14.5,0.6
29-Sep-11,0,0,4.2,0,2.6,0,0,0,0,0,0,0
30-Sep-11,0,0,1.5,0,0,0,25.4,0,0,0,0,0
01-Oct-11,0,3.6,4.1,8,0,31.1,0,0,0,0,0,0
02-Oct-11,60,3.5,1.4,26,4.3,0,16.5,83.2,0,3.5,0,1.2
03-Oct-11,0,0,2.5,0,0,0,0,0,24.6,0,0,0.9
04-Oct-11,10,0,1.6,0,0,0,0,0,0,5,0,0
05-Oct-11,50.79,0,2.2,37,6.4,0,0,0,0,0,0,0
06-Oct-11,0,0,1.1,4,0,32.1,26.2,7.4,0,2.2,62.5,0
07-Oct-11,0,0,3.4,0,6.2,0,0,0,18.3,0,10.8,10
08-Oct-11,0,1.5,0,14,0,23.2,34.6,0,20.8,7,0,0
09-Oct-11,0,6.3,0,0,0,0,0,43,30.9,0,0,2.6
10-Oct-11,0,0,0,8,4.4,0,0,0,0,9.3,38.7,0
11-Oct-11,0,0,0,0,0,63.5,28.4,0,0,0,5.9,2.9
12-Oct-11,0,0,0,0,0,0,0,0,0,0,0,0
13-Oct-11,0,1.5,0,0,0,0,0,9.9,0,0,56.4,0
14-Oct-11,10.81,0,0,0,5.3,0,0,0,0,0,0,0
15-Oct-11,0,0,0,0,0,0,31.2,0,0,0,0,0
16-Oct-11,0,0,0,0,0,0,27.5,0,0,0,0,3.1
17-Oct-11,0,3.6,0,0,3.8,0,0,1.2,0,0,0,6
18-Oct-11,0,0,2.6,0,0,10,0,2.8,0,0,78.8,0
19-Oct-11,0,0,1.4,6,0,0,46.7,0,0,0,25.2,0
20-Oct-11,0,0,0,0,4.7,0,0,0,0,0,0,0
21-Oct-11,0,0,0,0,0,0,0,0,0,0,11.9,0.6
22-Oct-11,0,1.5,0,0,4.4,0,0,0,0,0,0,2.4
23-Oct-11,0,0,5.6,14.5,0,0,35.2,0,3.2,0,0,0
24-Oct-11,10.15,0,0,32.4,0,0,0,8.7,0,0,0,0
25-Oct-11,0,0,0,0,8.6,21.1,18.6,0,0,0,0,0
26-Oct-11,0,0.6,0,10.2,0,0,0,0,0,0,44.7,0
27-Oct-11,0,0,0,0,4.6,0,0,0,0,0,20.3,2.6
28-Oct-11,0,0,2.5,0,0,0,0,3.2,22.1,0,6.6,0
29-Oct-11,0,0,2.4,26,0,10.3,0,0,0,0,0,0
30-Oct-11,0,0,1.2,0,0,0,27.4,0,20.2,0,0,0
31-Oct-11,0,0,1.5,0,0,0,0,4.5,0,0,57.5,1.2
01-Nov-11,0,0,3.4,0,5.3,0,0,0,15.2,0,0,1.3
02-Nov-11,0,2.6,4.1,0,0,0,0,0,0,10,2.6,0
03-Nov-11,0,3.5,2.6,20,0,0,34.5,3.1,3.6,0,21.5,12
04-Nov-11,0,0,1.5,0,5.8,18.2,0,3.2,32.5,0,1.6,0
05-Nov-11,50.55,1.5,4.2,0,0,0,0,2.9,0,7.5,0,1.2
06-Nov-11,10,0,0,13,0,0,0,13.5,0,5,0,0
07-Nov-11,40.1,0,0,0,0,0,28.3,25.8,15.2,0,0,0
08-Nov-11,0,0,0,0,4.3,0,40.2,0,0,0,0,5.4
09-Nov-11,0,0,0,0,0,20.4,0,0,0,0,0,0
10-Nov-11,0,10,0,0,0,0,37.4,0,0,5.5,0,1.5
11-Nov-11,0,0,0,5,6.2,0,56.5,0,0,0,1.5,2.9
12-Nov-11,20.16,0,0,0,0,0,17.3,0,0,0,31.6,21.6
13-Nov-11,0,0,0,54,0,0,0,0,0,0,10.2,0
14-Nov-11,10.12,0,0,0,0,60.6,84.6,63.5,3.6,0,0,0
15-Nov-11,0,6.2,0,0,2.7,0,0,0,0,8.5,0,0
16-Nov-11,0,0,2.3,0,0,0,13.5,13.7,0,0,0,1.8
17-Nov-11,0,0,3.2,0,0,0,18.7,0,11.2,0,0,0
18-Nov-11,0,0,2.5,0,6.8,0,0,0,0.6,20.7,1.5,2.6
19-Nov-11,0,0,1.4,26,0,0,0,0,0,0,0,0
20-Nov-11,50.55,0,0,0,6.1,0,38.4,9.9,0,0,0,1.5
21-Nov-11,0,0,2.5,0,0,0,13.6,2.8,0,0,0,0
22-Nov-11,10.32,0,5.2,0,0,0,0,7.8,0,3.1,0,0
23-Nov-11,40.45,3,0,0,5.5,24.1,0,26,0,0,0,0.5
24-Nov-11,20.72,0,0,0,0,8.2,0,2,0,0,1.5,0
25-Nov-11,0,0,0,0,7.4,0,0,0,0,0,0,0
26-Nov-11,0,0,0,0,6.3,0,25.5,0,0,0,0.6,2.1
27-Nov-11,0,0,0,0,0,0,0,0,15.2,10.7,0,0.5
28-Nov-11,0,0,3.1,0,7.2,0,0,0,33,0,0,0
29-Nov-11,0,0,2.4,0.35,0,38.1,79.4,142,0,0,0,0
30-Nov-11,0,0,1.5,10,6.1,0,0,5.2,0,0,3.6,0
01-Dec-11,20.52,0,4.2,0,0,0,0,0,1.2,0,0,1.8
02-Dec-11,0,0,2.2,0,3.6,0,0,0,0,10,0,0
03-Dec-11,70.35,15.2,3.5,20,0,23.4,0,106.2,0,0,0,25
04-Dec-11,20.4,6.2,0,24,0,18.9,16.2,0,2.5,0,0,2
05-Dec-11,0,0,31.4,0.2,5.8,0,0,3.9,0,0,22.5,0
06-Dec-11,20.27,0,11.3,0,4.3,25.5,13,17.7,15.2,0,0,0
07-Dec-11,10.11,0,21.1,0,0,0,0,3.8,11.56,8.5,0,0.6
08-Dec-11,0,0,0,0,0,12.2,0,0,0,7,1.5,1.9
09-Dec-11,0,0,0,0,4.2,0,0,0,0,0,0,3.6
10-Dec-11,0,3.9,2.6,7,0,37.2,0,9.3,0,10.5,0,0
11-Dec-11,0,0,3.5,0,5.5,0,0,12.3,0,0,0,0
12-Dec-11,10.95,0,1.4,0,0,0,0,0,0,0,3.6,1.2
13-Dec-11,0,2.5,4.2,63,0,61.3,0,47.6,0,12.7,0,0
14-Dec-11,0,3.6,0,6,6.4,0,38.3,0,0,0,0,0
15-Dec-11,10.5,0,2.6,0,0,13.1,0,35,0,0,1.5,0
16-Dec-11,0,0,1.4,0,6.7,0,0,0,0,0,0,0
17-Dec-11,10.45,0,3.5,0,0,104.8,66.5,34.5,1.4,0,0,11.8
18-Dec-11,10.35,0,0,0,5.4,0,0,5.7,0,0,0,0
19-Dec-11,0,0,1.3,46,0,0,0,0,0,0,0,8
20-Dec-11,0,0,3.5,26,0,0,0,0,2.5,0,1.6,0
21-Dec-11,0,5,3.2,0,7.4,0,35.1,29.9,15.2,0,30.2,0
22-Dec-11,0,0,0,46,0,25.2,0,1.5,0,0,20.6,1.2
23-Dec-11,0,0,0,0,8.6,0,30,6.8,0,0,0,0
24-Dec-11,10.15,0,2.1,0,0,122.4,0,4.4,12.5,0,0,0
25-Dec-11,10.12,0,1.4,0,0,0,0,14.8,51.2,0,0,0
26-Dec-11,70.5,1.5,3.2,20,6.5,0,29.4,9.5,0,0,0,0
27-Dec-11,0,0,0,13,0,0,0,1.2,33.5,0,0,0.5
28-Dec-11,0,0,2.5,0,2.3,0,0,19.5,0,0,15.2,2.6
29-Dec-11,10.25,0,2.2,0,3.8,0,46.5,13.2,1.6,0,0,0
30-Dec-11,0,0,0,0,0,0,0,0,15.2,0,11.5,0
31-Dec-11,0,0,0,0,0,0,18.1,6.1,0,0,1.5,1.4
01-Jan-12,0,20.5,2.5,14,0,0,0,0,0,0,41.1,0
02-Jan-12,0,3.6,2.2,0,0,0,0,0,0,0,23.6,11.6
03-Jan-12,11.2,31.5,0,114,0,0,0,6.1,0,5.3,0,20.5
04-Jan-12,0,60.2,4.2,0,4.3,18.2,0,0.8,0,0,0,16.2
05-Jan-12,95,0,5.3,0,0,0,8.6,36.8,0,0,0,0
06-Jan-12,27,0,0,36,0,70.6,0,26.3,20.2,0,0,30.5
07-Jan-12,11.1,0,2.1,0,5.4,0,27.4,0,32.2,10,74.3,15.2
08-Jan-12,0,2.5,0,0,0,0,0,0,18.1,0,0,0
09-Jan-12,13.6,3.6,0,52,0,0,0,5.2,0,8.4,0,0
10-Jan-12,0,0.5,0,0,4.6,60.5,33.8,1.9,0,0,87.2,51.2
11-Jan-12,6.5,0,3.6,0,0,40.2,0,19.1,20.2,5.5,56.8,0
12-Jan-12,0,0,2.8,32,3.3,35.4,0,8.5,30.1,0,14.7,3.5
13-Jan-12,15.5,0,0,0,0,0,56.5,74.6,0,4,0,0
14-Jan-12,11.4,15.2,0,0.3,0,60.2,0,2.3,0,0,0,14.2
15-Jan-12,0,31.6,33.5,0,3.6,0,7.2,2.7,3.2,0,0,0
16-Jan-12,0,0,20.5,0,0,0,0,29.1,0,10.3,102.4,0
17-Jan-12,0,0.6,0,0.2,0,0,0,0,0,3,70.3,22.5
18-Jan-12,0,0,16.2,0.5,0,35.5,0,0,0,0,0,31.6
19-Jan-12,48.5,15.2,0,10,6.4,0,0,1.1,0,0,0,0.5
20-Jan-12,0,30.5,0,0,0,46.4,0,29.5,0,8.2,66.9,0
21-Jan-12,51.2,30.6,30.6,0,0,0,25.9,0.4,17.7,0,34.8,0
22-Jan-12,8.5,2.5,0,0,2.3,0,0,0.7,0,20.5,42.4,15.2
23-Jan-12,6.4,0,0,0.6,0,0,15.2,0,0,0,0,0
24-Jan-12,0,0,0,0,3.8,0,8.7,44.8,0,7.3,0,0
25-Jan-12,0,0.5,2.6,0,0,0,12.6,9.3,0,0,0,0
26-Jan-12,55,0,0,0,0,0,0,10.9,0,10.5,0,0
27-Jan-12,0,0,0,0,0,0,0,22.2,0,5,0,0
28-Jan-12,23,0,1.8,0,8.6,0,0,24.2,0,0,82.6,1.5
29-Jan-12,0,15.2,2.5,0,0,26.7,0,0,0,7.3,22.7,21.5
30-Jan-12,0,31.5,0,10,0,0,0,0,0,0,46.4,0
31-Jan-12,0,0,1.4,0,4.4,0,9.5,4.9,0,0,39.2,1.5
01-Feb-12,16.5,0,3.5,0.6,0,0,0,0,0,0,30.5,2.5
02-Feb-12,0,31.5,0,0,4.6,0,0,0,0,0,0,0
03-Feb-12,0,0,0,0,0,0,0,0,0,20.3,16.2,0
04-Feb-12,0,0,0,0,0,0,0,0,0,0,0,0
05-Feb-12,2.7,0.6,0,0,2.6,0,0,0,40.1,0,33.5,3.6
06-Feb-12,0,0,2.4,0,0,0,0,0,0,10,30.2,0
07-Feb-12,44.4,0,1.5,90,0,80.2,7.1,39.8,100,2,60.1,0
08-Feb-12,0,0,0,0,0,110.1,0,0,0,0,0,0
09-Feb-12,0,0,0,0,6.4,0,0,1.6,4.8,0,0,1.6
10-Feb-12,0,1.5,0,50,0,0,0,0,0,5.5,0,0
11-Feb-12,0,0,3.6,0,0,0,0,0,0,7.2,1.6,2
12-Feb-12,45.6,0,2.5,0,3.7,130.5,0,51.2,0,5.3,3.5,0
13-Feb-12,4.5,32.5,4.1,49,0,50.2,0,0,0,2.2,0.9,0
14-Feb-12,6.5,15.2,0,0,4.6,0,0,0.7,0,0,0,0
15-Feb-12,13.3,21.5,0,39,0,70.5,0,0,50.2,0,0,2.6
16-Feb-12,94,0,1.5,0,0,60.7,0,52.3,0,0,0,0
17-Feb-12,0,0,0,13,0,0,0,0.3,0,0,0,0
18-Feb-12,0,15.2,0,0.3,9.6,0,0,9.3,0,0,0,0
19-Feb-12,0,0,0,0.5,0,0,0,1.1,0,7.3,0,0
20-Feb-12,0,0,50.2,0.7,0,0,20.5,7.7,0,0,0,15.2
21-Feb-12,64.5,2.5,33.9,0,6.8,0,0,0,0,0,0,0
22-Feb-12,0,30.5,0,0,4.5,0,17.3,0,17.7,2,20.5,0
23-Feb-12,0,0,0,0,0,0,0,0,0,3.3,33.4,31.2
24-Feb-12,0,0,2.5,0,0,0,0,0,0,0,0,11.3
25-Feb-12,0,0,0,0,2.2,30.2,0,0,0,0,0,0
26-Feb-12,0,15.2,3.6,36,0,0,0,0,0,10.11,0,0
27-Feb-12,9.2,31.5,1.4,0.3,0,60.5,25.6,0,0,8.5,0,2.4
28-Feb-12,0,2.5,0,23,2.8,0,0,29.2,0,3.2,15.2,1.5
29-Feb-12,0,0,0,0,0,70.1,0,0.7,0,0,0,0
01-Mar-12,0,20.5,4.2,0,4.6,0,0,0,0,0,20.5,20.5
02-Mar-12,13.5,3.6,2.4,0,0,150.2,0,1.5,0,0,1.2,12.5
03-Mar-12,0,30.5,0,26,0,0,21.4,0,0,8.5,0,0
04-Mar-12,11.2,15.2,3.4,0,6.2,170.7,0,4.1,0,0,33.5,0
